id,title,content,rating
,Rất không hài lòng,"2 micro hư 1, do 1 micro vẫn nghe gọi được nên ko phát hiện, lúc cài 1 số ứng dụng ko dùng được mới phát hiện, đem ra trung tâm bảo hành thì đã quá 7 ngày đổi trả, mới mua đã phải bung máy, lại còn mất thời gian chờ đợi bảo hành.",1
,Hài lòng,"Đã dùng 1 thời gian , tạm thời chưa thấy lỗi lầm gì. Tuy nhiên type tin nhắn và văn bản trên máy s20e này cảm giác ko chuẩn như trên máy S10.
Đặc biệt là hàng bị trôi bảo hành hẳn 3 tháng, nếu tính ra số tiền/ số tháng được bảo hành thì còn thua mua máy mới ở cửa hàng điện thoại",4
,Cực kì hài lòng,Hàng ok full bốc full seal ! Lỗ sx mới 2022. Cài sẵn android 12 !,5
,Cực kì hài lòng,"Máy nguyên seal, hàng chính hãng, bảo hành đủ 12 tháng..Nhân viên tư vấn tốt, thân thiện.

Cám ơn :)",5
,Cực kì hài lòng,"thực sự không biết nên chê thế nào, shop giao hàng nhanh ...quá mức cần thiết vì mình nghĩ sẽ như lịch :) , hàng ưng ý nhân viên giao thân thiện. Cám ơn shop",5
,Cực kì hài lòng,"Shop phản hồi nhanh. Hàng nguyên seal, mới 100%, đã dán sẵn màn hình. 

Chất lượng quá ổn ở tầm giá này. 

Cho sản phẩm và Shop 5 sao.",5
,Cực kì hài lòng,"Sản phẩm tốt, lướt thấy máy chạy mượt. Sài lâu máy hơi nóng. Phù hợp với giá tiền của dòng máy. Pin cũng sạc đủ Sài được 1 ngày",5
,Cực kì hài lòng,"Sản phẩm về xài ổn, mượt. Ưng ý nhất là Shop rất nhiệt tình tư vấn từ khâu máy cho đến khâu vận chuyển. Mình cần hàng gấp nên shop cũng tranh thủ giúp mình. Thậm chí đêm khuya còn nhắn shop cũng reply lại. Nói chung là ưng ý hết mức",5
,Rất không hài lòng,Nhắn tin đến tổng đài 6060 để kích hoạt bảo hành không được. Gọi tổng đài thì cskh nói không liên quan đến mảng thương mại điện tử. Chat qua web thì không ai phản hồi.,1
,Cực kì hài lòng,"Dùng rất mượt mà , cam tốt , màn ngon , là deal hời nhất của nhà Samsung chính hãng nếu chấp nhận được 2 điểm : màn hơi tối và pin hẻo thực sự .",5
,Hài lòng,"Tốt, mềm hơn tí thì tốt hơn",4
,Cực kì hài lòng,"Hàng mới 100%, chính hãng, chưa active, nguyên seal. Dùng mượt, không nóng máy, mình không chơi game nên pin dùng 1 ngày còn 15% cho tác vụ bình thường. Nhân viên shop tư vấn nhiệt tình.",5
,Hài lòng,"giao hàng nhanh, đúng màu, miếng dán màn hình theo máy mình thấy khá là mỏng, phải dùng 1 thời gian mới cảm nhận chính xác được.",4
,Hài lòng,"Hàng đẹp nguyên seal. Giá mềm, chất lượng S20 FE Snapdragon thì miễn bàn. Trừ Shop 1 sao do hàng đã kích hoạt bảo hành mà không nói rõ trong phần mô tả sản phẩm.",4
,Cực kì hài lòng,Sản phẩm nguyên seal được gói rất cẩn thận và còn được dáng màn hình sẵn rất tiện ích và rất thích màu của sản phẩm,5
,Cực kì hài lòng,"Giao hàng đúng thời gian dự kiến.
Đóng gói cẩn thận, có chống sốc,
Hàng nguyên seal, chưa mở hộp nên chưa kiểm tra máy bên trong.",5
,Cực kì hài lòng,Sản phẩm chính hãng còn nguyên seal. Đóng gói cẩn thận,5
,Cực kì hài lòng,tốt,5
,Cực kì hài lòng,"S20 fe này là best trong tầm giá r, chip 865 rom 256gb lận, mua cho bố mẹ dùng là quá đẹp",5
,Cực kì hài lòng,"Chất lượng thì dùng 1 t/g mới rõ
Còn về thái độ phục vụ và cách vận chuyển thì shop làm rất rất tốt. Tư vấn khách hàng cực chuyên nghiệp và giải đáp khúc mắc nhanh chóng",5
,Cực kì hài lòng,"Máy mới nguyên seal , máy chưa kích hoạt , máy dùng khá mướt , giá tầm trung đẳng cấp flaship , sẽ ủng hộ shop dài dài...",5
,Bình thường,"Hàng ghi chính hãng không nói đã kích hoạt bảo hành. Nhận hàng 20/10/2022 thời hạn bảo hành đến 25/06/2023. Hàng mới nguyên seal, xài được",3
,Hài lòng,"Camera chụp ổn, máy nguyên seal nhưng check bảo hành thì báo chưa kích hoạt",4
,Cực kì hài lòng,Máy như giới thiệu kích hoạt bảo hành lúc nhận hàng. Tốt trong tầm giá. Trải nghiệm mượt,5
,Cực kì hài lòng,Sản phẩm rất xinh . Mới xử dụng thật ưng ý. Pin xài ít nên 2 ngày mới hết. Hy vọng sp có độ bền cao. Tks shop.,5
,Không hài lòng,"Hàng shop giao bị lỗi loa nghe, loa bị rè. Rất không hài lòng.",2
,Cực kì hài lòng,"Chất lượng, hàng tốt, chính hãng, giá rẻ",5
,Cực kì hài lòng,"Điện thoại xài tốt, hơi nóng trong ngày cài đặt và đồng bộ. Shop giao hàng đúng ngày. Bạn nhân viên giao hàng nhiệt tình.",5
,Cực kì hài lòng,"Hàng chính hãng, được shoop kích hoạt bảo hành sau khi nhận hàng",5
,Cực kì hài lòng,Đóng gói sản phẩm tốt. Pin ổn mỗi tội trôi bảo hành mất nửa tháng.,3
,Cực kì hài lòng,Hàng chính hãng. Xài mượt. 120hz lướt đã nhưng nhanh tụt pin. Xài lướt web xem phim thì 4_6tieng. Mình ko chơi game,5
,Hài lòng,"Giao hàng hơi chậm 1 xíu, nhưng đóng gói tốt. Tiếc thêm là bảo hành bị mất 3 tháng.",4
,Cực kì hài lòng,sau khi đánh giá  và đc nhà bán  hàng trả lời. minh mới biết loại dt ni k có tai nghe và ốp lưng như những đt mjnh mua trước đay .,5
,Cực kì hài lòng,"Hàng chính hãng, giá cả mềm mại, nhưng có cảm giác là hàng trưng bày nên giảm giá,  nhưng dù sao máy vẫn chạy mượt.",5
,Hài lòng,sản phẩm đúng như mô tả.đã trao đổi trước nhưng khi giao vẫn giao sản phẩm đã kích hoạt bảo ko đúng như trao đổi,4
,Cực kì hài lòng,Giao hàng nhanh chóng. Giá tốt. hàng nguyên seal.,5
,Cực kì hài lòng,Xài dc vài ngày. Cho tới giờ mọi thứ vẫn ổn. Hàng nhận về còn nguyên seal,5
,Cực kì hài lòng,"Hàng đúng như quảng cáo, đã kích hoạt bảo hành điện tử, vẫn nguyên seal, shop uy tín",5
,Cực kì hài lòng,"Dùng ổn, máy nguyên seal, có dán mà hình sẵn",5
,Cực kì hài lòng,Hàng nguyên seal,5
,Cực kì hài lòng,"tốt, ngon",5
,Cực kì hài lòng,"Chụp ảnh đẹp và sắc net, pin ổn, máy màu rất đẹp. Tiki giao siêu nhanh.",5
,Cực kì hài lòng,"giá quá ổn, điẹn thoại đẹp.. cầm rất thích",5
,Cực kì hài lòng,"May mắn hơn những người khác máy em chưa active, sale giá chưa đến 9m rẻ hơn shopee áp mgg",5
,Cực kì hài lòng,Đã mua dùng rất ok giá cả hợp lý,5
,Cực kì hài lòng,"máy nguyên sealed hộp, giá tốt, sx năm 2022, cho dù cửa hàng nói mới kích hoạt bảo hành. Chúc cửa hàng đắt khách.",5
,Cực kì hài lòng,"Hàng còn nguyên seal, máy mượt, cam chụp ổn, bao hành 1 năm mn yên tâm mua nhé",5
,Cực kì hài lòng,"Đang dùng thử,giao hàng nhanh.chuẩn samsung",5
,Hài lòng,"Hàng chính hãng, nhưng bị trôi mất bảo hành mất khoảng 3 tháng",4
,Cực kì hài lòng,"hàng mới , chuẩn đúng hãng",5
,Cực kì hài lòng,Tot,5
,Cực kì hài lòng,"Đã mua, còn nguyên hộp, nguyên seal.",5
,Cực kì hài lòng,Tất cả đều tuyệt vời đẹp,5
,Rất không hài lòng,"Camera chụp quá xấu, máy nóng, chất lượng kém",1
,Cực kì hài lòng,"sản phẩm chính hãng, giá ok",5
,Bình thường,"Cảm giác ko được mượt lắm, nhờ Tiki kích hoạt bảo hành dùm ạ",3
,Cực kì hài lòng,"điện thoại mới, đẹp, nguyên seal. Pin sài 1 ngày còn 45%",5
,Hài lòng,"Máy mạnh, màn hình đẹp, nhiều tính năng tiện lợi nhưng hơi nóng",4
,Rất không hài lòng,Hàng kích hoạt bảo hành nhưng ko báo KH  làm ăn láo toét. Tiki càng ngày càng tệ,1
,Cực kì hài lòng,"đã nhận hàng, fullbox, chính hãng, shop tư vấn nhiệt tình",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hài lòng,5
,Cực kì hài lòng,,5
,Hài lòng,Mọi thứ hài lòng. Ngoại trừ Khe sim khó mở.,4
,Cực kì hài lòng,"Giao hàng đúng hẹn, giá tốt máy ngon",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tốt. Sản phẩm mới kích hoạt từ tháng 4. Giá tốt. Giao hàng khá tốt. Khá nhanh.,5
,Cực kì hài lòng,"Ổn trong tầm giá, nên mua",5
,Hài lòng,"Đã nhận được hàng, nhân viên tư vấn nhanh",4
,Cực kì hài lòng,"Giao hàng rất nhanh, hàng chính hãng khỏi phải bàn.",5
,Cực kì hài lòng,"Hàng chuẩn , đẹp.",5
,Cực kì hài lòng,sản phẩm tốt rất đáng mua,5
,Hài lòng,Đt ok.,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,rất tốt,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng nguyên seal, giao hàng nhanh, dùng vẫn mượt chưa vấn đề gì.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng giao sớm,  đúng hạn.",5
,Cực kì hài lòng,"Hàng rất ổn, chưa khui seal luôn.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,sản phẩm ok,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ngon,5
,Cực kì hài lòng,Sản phẩm tốt trong tầm giá,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ok lắm nha shop,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sãn phẩm tốt,5
,Cực kì hài lòng,"Sp tốt, giao hàng nhanh.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,máy đã mua được kích hoạt bảo hành  chưa ?,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,rất đẹp,5
,Cực kì hài lòng,Ngon bổ rẻ,5
,Cực kì hài lòng,Máy đẹp .,5
,Cực kì hài lòng,Hàng mới. Ok!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,điện thoại màu đẹp. sử dụng tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Máy đẹp,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,hàng đẹp đóng gói cẩn thận,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Hài lòng,xài oke nhưng giao hơi lâu,4
,Cực kì hài lòng,Tốt xài mượt,5
,Bình thường,tam on thoi hang tam on nhe,3
,Hài lòng,xài ổn,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng nhanh,5
,Cực kì hài lòng,"Mượt, màu xinh",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,rất tốt,5
,Cực kì hài lòng,rất tốt,5
,Cực kì hài lòng,Đóng gói tốt,5
,Cực kì hài lòng,rất hài lòng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Hài lòng,,4
,Bình thường,"(*) Đánh giá không tính điểm
Sản phẩm đẹp, giao hàng quá chậm so với dự kiến",3
,Bình thường,"(*) Đánh giá không tính điểm
Gói hàng không cẩn thận, ngoài bỏ vô trong cái hộp giấy thì k có chống sốc j hết. Đồ điện tử mà cẩu thả thấy sợ, k dán hàng dễ vỡ luôn làm shipper ném vô trong nhà.",3
,Cực kì hài lòng,"22/9 đúng 00h lên topzone, TGDĐ, FPT Shop, đặt mà không được, load trang liên tục 30 phút toàn báo lỗi, đến khi load được thì báo hết suất đặt cọc. Đợi tới 29/9 cũng đúng 00h lên tiki đặt, cũng vô đặt hoài tầm 30 phút mà không được, lúc đặt được thì nó báo địa chỉ không hỗ trợ, mặc dù địa chỉ này mình đặt mỗi ngày có bị gì đâu, khúc này là quạo rồi nha, bực quá tắt máy đi ngủ tiếp, mà tức quá thì làm sao ngủ được, mở điện thoại lên đặt tiếp, ơn trời lần này đặt được, mừng quá cũng hết ngủ luôn, nói chung là một đêm mất ngủ, cuối cùng được tiki giao trưa 29/9 luôn, quá ổn áp. Thích màu titan tự nhiên hơn, mà không đặt được, đặt được màu xanh là mừng húm rồi, thôi dù sao cũng đeo ốp lưng, nên màu nào cũng được, à quên mình thanh toán thẻ + voucher tiki nên được giảm 2tr5, còn 32tr490 cho bản 256GB (15 promax) quá êm.",5
,Cực kì hài lòng,"Đam mê táo k thể bỏ qua Iphone 15promax vì: 
- Chất liệu khung viền: Khung titan bền bỉ  và sang trọng.
- Thiết kế viền: Mỏng nhẹ - Tựa tràn viền . iPhone 15 Pro Max với thiết kế viền màn hình mỏng nhất trong các sản phẩm iPhone đã ra mắt. Kết hợp với kích thước màn hình lớn tới 6,7 inch, cải tiến này mang tới cảm giác màn hình tựa tràn viền, nâng cấp trải nghiệm xem phim, chơi game của người dùng, đồng thời giúp diện mạo iPhone 15 Pro Max thêm sang trọng và đẳng cấp.
- iPhone 15 Pro Max năm nay cái tiến nhất chính là thiết kế camera. Apple đã mạnh tay trang bị ống kính tiềm vọng zoom quang học 5x, khả năng quay video 4K, và cảm biến hình ảnh sống động.
-  Màn hinh iPhone 15 Pro Max có kích thước lớn, sử dụng công nghệ  Super Retina XDR cùng độ phân giải cao, mang tới chất lượng hình ảnh hiển thị sắc nét, chân thực và sống động.
- Cổng sạc Lightning vốn là đặc trưng của Apple đã được thay thế bằng cổng sạc  USB-C trên iPhone 15 Series
Nói chung mình rất ưng luôn, máy cầm đầm tay và màu siêu xinh
Và mình chọn TiKi để mua chiếc dế yêu này, mua lúc hơn 2h trước 10h sáng nay đã nhận được hàng. 
- Tiki giao nhanh 2h 
- Nhân viên thân thiện
- Có Otp báo về khi đơn hàng chuẩn bị được giao, khi nhận hàng phải có OTP mới nhận đc nên rất yên tâm
- Hàng nguyên seal chưa kích hoạt
- Giá cũng khá tốt: áp mã giảm giá của ngân hàng kèm với voucher 500k đăng ký sớm 

#Nửa_đêm_TikiGiaoiPhone15",5
,Cực kì hài lòng,"[Cuộc gọi lúc giữa đêm]…

Không phải bon chen xếp hàng, đặt cọc như bao nhà. Chỉ cần nằm nhà lên Tiki đặt iPhone. 100% nhận được hàng (dĩ nhiên là còn tùy thuộc nhân phẩm..). Đúng tiêu chí mới của Tiki ""Tốt & Nhanh"". Hàng chính hãng VN/A, giao nhanh. Nhưng đợt này thì nhanh quá đáng khi vừa đặt xong 5p sau đã có Tikicare gọi xác nhận giao trước 3h sáng. Ủa alo? Nói vậy chứ 1h đã giao xong. Yêu ghê …

#Nửa_đêm_TikiGiaoiPhone15",5
,Cực kì hài lòng,"Tiki giao lúc 1h sáng. Áp mã 500K và giảm 2tr thẻ Sacombank còn 32tr5. Quá êm cho cuộc tình. 
App Tiki không hiện ra sản phẩm, may mà tỉnh táo dùng máy tính thêm sản phẩm vào giỏ hàng rồi mở app thanh toán. 
Hơi tiếc do chậm tay nên hết màu Titan Tự nhiên. Nhưng thôi màu nào cũng đẹp hết. Haha",5
,Cực kì hài lòng,"Rất tin tưởng Tiki khi đặt mua điện thoại tại đây,
Đã mua iphone 13 pro, promax, xiaomi, giờ là 15 pro max. 
Mọi thứ đều rất ok và không có lỗi lầm gì cả.
Chúc Tiki ngày càng phát triển hơn nữa",5
,Cực kì hài lòng,Mua iphone trên tiki cũng vài chiếc rồi ! Rất ok ! Hàng giao nhanh bảo mật cao rất an tâm ! May may là lần nào nhận hàng unbox cũng đều không một lỗi nhỏ ! Sẽ còn ủng hộ dài,5
,Rất không hài lòng,"Thấy bảo nhận hàng phải có mã otp mới nhận đc mà chẳg thấy j như mớ rau, k biết hàg f.a.ke k hay thậm trí k nhận đc hàng nhân viên giao hàng vẫn tích hợp nhận bình thường",1
,Cực kì hài lòng,"Hỗ trợ nhanh chóng, đóng gói cần thận, nhận được nhiều ưu đãi hấp dẫn",5
,Cực kì hài lòng,"Rất hài lòng về những gì mà tiki mang lại, tuy mua trên sàn với số tiền rất lớn nhưng rất an tâm về tiki, hàng về rất đẹp nhé.",5
,Cực kì hài lòng,"Hàng nhận đẹp đúng như mô tả, đóng gói cẩn thận giao hàng nhanh.",5
,Cực kì hài lòng,máy rất nhẹ đẹp giao hàng chuẩn giờ.,5
,Cực kì hài lòng,😂. Hash buzz Zn zsjwsjjsnsnsnsnsnsnsndndndnndndndndndndndnddndndnndndnxndnxndndndnndndndndnd,5
,Cực kì hài lòng,Tuy nghèo nhưng mà vẫn phải cố gắng để lấy được em nó ngày 29/9 ( HN ),5
,Cực kì hài lòng,"Ngon,giao hàng ngay trong đêm từ 0-2am.",5
,Cực kì hài lòng,Vẫn đang set up nhưng Tiki giao hàng siêu nhanh. Shipper dễ thương chịu khó cho mình ngồi quay video kiểm hàng,5
,Cực kì hài lòng,"Ok giao hàng nhanh, cho đồng kiểm nên yên tâm",5
,Cực kì hài lòng,"Sản phẩm zin nguyên vẹn. Mình mê cái màu titan tự nhiên. Ship nhanh, chuẩn",5
,Cực kì hài lòng,"giao hàng nhanh , máy mới giá rẻ hơn ngoài tầm 1tr , nói chung hài lòng.",5
,Cực kì hài lòng,Goods goods,5
,Cực kì hài lòng,- Không bao giờ nghi ngờ về chất lượng sản phẩm cao cấp khi mua tại Tiki..,5
,Cực kì hài lòng,Dịu keo. Giao hàng nhanh lắm luôn,5
,Cực kì hài lòng,"Giao hàng nhanh, mã giảm giá siêu đã",5
,Cực kì hài lòng,"Đẹp xuất sắc, mãi yêu tiki :D",5
,Cực kì hài lòng,Hàng chính hãng muốn có máy sớm nên giá cao hơn so vs hôm nay.,5
,Cực kì hài lòng,"Khá nhanh, quá đẹp.",5
,Cực kì hài lòng,Hàng chuẩn đóng gói kỹ,5
,Cực kì hài lòng,Tiki ko làm mình thất vọng,5
,Cực kì hài lòng,"SP đẹp , giao hàng nhanh",5
,Cực kì hài lòng,Siêu phẩm của năm 2023,5
,Cực kì hài lòng,Sản phẩm ok.,5
,Cực kì hài lòng,"Hàng mới, giao nhanh",5
,Cực kì hài lòng,Ok chụp đẹp. Sài ok,5
,Cực kì hài lòng,Chuẩn xịn ko phải nói nhiều kk,5
,Cực kì hài lòng,"Đóng gói kỹ, sản phẩm tốt",5
,Cực kì hài lòng,tuyệt,5
,Cực kì hài lòng,,5
,Rất không hài lòng,Hàng ko cho đổi trả khi đổi ý,1
,Cực kì hài lòng,Ko có gì để chê,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Không hài lòng,Chưa thấy hoàn astra cho mình,2
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tuyệt vời,5
,Cực kì hài lòng,good,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Nhận hàng sớm hơn dự kiến, sáng 10h mua thi 11h20 nhận dc hang, sản phẩm đẹp trong tầm giá,",5
,Cực kì hài lòng,"Vừa túi tiền, giao nhanh, bộ nhớ lớn",5
,Rất không hài lòng,Sử dụng treo mây liên tục,1
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Không hài lòng,"Thấy review cũng ngon lành mua nhưng xài những ứng dụng như face, zalo, mess đều có lỗi.
Kiểu đơ lag vậy ạ",2
,Cực kì hài lòng,"TIKI,giao máy điện thoại itel s23 ,sử dụng rất tốt,máy ngoại hình đẹp,lần sau tôi sẽ giới thiệu bạn bè đặt mua các loại sản phẩm trên tiki nhiều hơn nhé",5
,Cực kì hài lòng,"Sản phẩm tốt, dễ sử dụng, chạy mượt, không bị đơ, chụp ảnh rõ nét. Lần sau Itel có sản phẩm mới thì mình sẽ tiếp tục ủng hộ.",5
,Không hài lòng,"RAM 8G+ 8Gb mà giật lag như 4G, chả hiểu nổi. Tôi chỉ đánh giá 2 sao vì điều này ảnh hưởng rất nhiều.",2
,Hài lòng,Điện thoại ổn. Trong mức giá vậy là quá ổn rồi,4
,Cực kì hài lòng,"Máy đẹp, săn được sale giá rẻ, thanks shop",5
,Cực kì hài lòng,"Camera chụp hình đẹp , bộ nhớ lớn",5
,Cực kì hài lòng,,5
,Hài lòng,Ok,4
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,Hàng đúng như mô tả,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sản phẩm tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,"Đóng gói hơi sơ sài tí, còn lại đều ổn.",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,shop tư vấn phục vụ tốt .giao hàng siêu nhanh .sản phẩm nguyên seal .hài lòng cách phục vụ của shop 😊,5
,Cực kì hài lòng,Máy ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,Ok,4
,Hài lòng,Tạm ổn. Cần có bộ nhớ tốt hơn và giá rẻ hơn,4
,Cực kì hài lòng,Hàng giao đúng mẫu,5
,Cực kì hài lòng,"Đập hộp thấy khá ngầu.Cầm pova 5 khá đầm tay, mặt sau làm nhựa bóng nên k thích lắm lúc nhìn hình tưởng mặt lưng nhám nên thấy thua mặt lưng của pova 3. Màn hình lướt mượt cảm giác khá chill. K phải dân thích chụp hình nên có thể k chính xác nhưng cảm giác chụp hình pova 3 lên đẹp hơn con pova 5 này. Game chạy tốt ... Với tầm giá này mà cho đc trải nghiệm cao là quá ổn áp... Đáng mua. 4.8/5",5
,Hài lòng,"Chơi game ổn, mạng ổn, có ứng dụng sinh đôi tiện lợi. Có thể thu nhỏ ứng dụng dúng đè lên ứng dụng khác. Nhưng không biết sao sau 3 tháng dùng youtube không thu nhỏ được nữa. Máy hay tự động tắt màn hình khi đang dùng. 
Giá rẻ.",4
,Cực kì hài lòng,"Mình nhận hàng cũng lâu, để Su dụng xem thế nào, máy sử dụng cũng OK nhiều chức năng nghe gọi cũng tốt.con bên ko phải xem thời gian.nhà bán hàng ít ghép tn , cũng không thích tư vấn QT khách nhiều",5
,Cực kì hài lòng,"Đúng như mô tả, sẽ ủng hộ các sp khác về sau này.",5
,Cực kì hài lòng,"Ngoại hình đẹp, giao nhanh , giá rẻ , chất lượng thì phải xem thời gian",5
,Cực kì hài lòng,Quá ok trong tầm giá.,5
,Cực kì hài lòng,"Giao hàng nhanh, đúng như mô tả. Điện thoại đẹp, cấu hình mạnh.",5
,Cực kì hài lòng,"Máy tốt , đúng màu. Đúng phân loại , pim trâu máy mát",5
,Cực kì hài lòng,Sảm phẩm quá ok với tầm giá 😍😍😍,5
,Cực kì hài lòng,ok,5
,Cực kì hài lòng,Máy đẹp..mượt mà 💚💚,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Quá tuyệt vời,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Mới sử dụng nhưng thấy quá ổn với giá, đời không mới nhưng cấu hình tốt",5
,Cực kì hài lòng,Ok ok.nguyên seal.giao nhanh máy đẹp.,5
,Cực kì hài lòng,Nguyên seal fpt nha,5
,Cực kì hài lòng,Đt xài rất tốt,5
